j,period_min_s,period_max_s,theta_hat_s,contrast_peak
1,0.1,0.2,-0.05,5.3910459511099754e-06
2,0.2,0.4,-0.1,1.3572114928648217e-05
3,0.4,0.8,-0.1,5.643413776119276e-05
4,0.8,1.6,0.0,0.00042617299302861837
5,1.6,3.2,-0.05,0.0017109949773474013
6,3.2,6.4,-0.05,0.004750706221259985
7,6.4,12.8,-0.15000000000000002,0.010129506596851513
8,12.8,25.6,-0.1,0.015689168359963004
