scenario,vol,p1,p2,path,seed,estimator,j,theta_hat,n1,n2
constant_sync,constant,0.0,0.0,12,338715847,HK_HY_non_sync,4,1.0,8193,8193
constant_sync,constant,0.0,0.0,12,338715847,HK_HY_non_sync,5,1.0,8193,8193
constant_sync,constant,0.0,0.0,12,338715847,HK_HY_non_sync,6,1.0,8193,8193
constant_sync,constant,0.0,0.0,12,338715847,HK_HY_non_sync,7,1.0,8193,8193
constant_sync,constant,0.0,0.0,12,338715847,HK_HY_non_sync,8,-8.0,8193,8193
constant_sync,constant,0.0,0.0,13,1756219502,HK_HY_non_sync,1,1.0,8193,8193
constant_sync,constant,0.0,0.0,13,1756219502,HK_HY_non_sync,2,1.0,8193,8193
constant_sync,constant,0.0,0.0,13,1756219502,HK_HY_non_sync,3,1.0,8193,8193
constant_sync,constant,0.0,0.0,13,1756219502,HK_HY_non_sync,4,1.0,8193,8193
constant_sync,constant,0.0,0.0,13,1756219502,HK_HY_non_sync,5,1.0,8193,8193
constant_sync,constant,0.0,0.0,13,1756219502,HK_HY_non_sync,6,1.0,8193,8193
constant_sync,constant,0.0,0.0,13,1756219502,HK_HY_non_sync,7,1.0,8193,8193
constant_sync,constant,0.0,0.0,13,1756219502,HK_HY_non_sync,8,-14.0,8193,8193
constant_sync,constant,0.0,0.0,14,335068227,HK_HY_non_sync,1,1.0,8193,8193
constant_sync,constant,0.0,0.0,14,335068227,HK_HY_non_sync,2,1.0,8193,8193
constant_sync,constant,0.0,0.0,14,335068227,HK_HY_non_sync,3,2.0,8193,8193
constant_sync,constant,0.0,0.0,14,335068227,HK_HY_non_sync,4,2.0,8193,8193
constant_sync,constant,0.0,0.0,14,335068227,HK_HY_non_sync,5,1.0,8193,8193
constant_sync,constant,0.0,0.0,14,335068227,HK_HY_non_sync,6,1.0,8193,8193
constant_sync,constant,0.0,0.0,14,335068227,HK_HY_non_sync,7,0.0,8193,8193
constant_sync,constant,0.0,0.0,14,335068227,HK_HY_non_sync,8,-17.0,8193,8193
constant_sync,constant,0.0,0.0,15,310437996,HK_HY_non_sync,1,1.0,8193,8193
constant_sync,constant,0.0,0.0,15,310437996,HK_HY_non_sync,2,1.0,8193,8193
constant_sync,constant,0.0,0.0,15,310437996,HK_HY_non_sync,3,1.0,8193,8193
constant_sync,constant,0.0,0.0,15,310437996,HK_HY_non_sync,4,1.0,8193,8193
constant_sync,constant,0.0,0.0,15,310437996,HK_HY_non_sync,5,1.0,8193,8193
constant_sync,constant,0.0,0.0,15,310437996,HK_HY_non_sync,6,0.0,8193,8193
constant_sync,constant,0.0,0.0,15,310437996,HK_HY_non_sync,7,2.0,8193,8193
constant_sync,constant,0.0,0.0,15,310437996,HK_HY_non_sync,8,-3.0,8193,8193
constant_sync,constant,0.0,0.0,16,1531759933,HK_HY_non_sync,1,1.0,8193,8193
constant_sync,constant,0.0,0.0,16,1531759933,HK_HY_non_sync,2,1.0,8193,8193
constant_sync,constant,0.0,0.0,16,1531759933,HK_HY_non_sync,3,2.0,8193,8193
constant_sync,constant,0.0,0.0,16,1531759933,HK_HY_non_sync,4,1.0,8193,8193
constant_sync,constant,0.0,0.0,16,1531759933,HK_HY_non_sync,5,1.0,8193,8193
constant_sync,constant,0.0,0.0,16,1531759933,HK_HY_non_sync,6,1.0,8193,8193
constant_sync,constant,0.0,0.0,16,1531759933,HK_HY_non_sync,7,1.0,8193,8193
constant_sync,constant,0.0,0.0,16,1531759933,HK_HY_non_sync,8,-4.0,8193,8193
constant_sync,constant,0.0,0.0,17,160064237,HK_HY_non_sync,1,1.0,8193,8193
constant_sync,constant,0.0,0.0,17,160064237,HK_HY_non_sync,2,1.0,8193,8193
constant_sync,constant,0.0,0.0,17,160064237,HK_HY_non_sync,3,2.0,8193,8193
constant_sync,constant,0.0,0.0,17,160064237,HK_HY_non_sync,4,1.0,8193,8193
constant_sync,constant,0.0,0.0,17,160064237,HK_HY_non_sync,5,1.0,8193,8193
constant_sync,constant,0.0,0.0,17,160064237,HK_HY_non_sync,6,1.0,8193,8193
constant_sync,constant,0.0,0.0,17,160064237,HK_HY_non_sync,7,0.0,8193,8193
constant_sync,constant,0.0,0.0,17,160064237,HK_HY_non_sync,8,-7.0,8193,8193
constant_sync,constant,0.0,0.0,18,1862871184,HK_HY_non_sync,1,1.0,8193,8193
constant_sync,constant,0.0,0.0,18,1862871184,HK_HY_non_sync,2,1.0,8193,8193
constant_sync,constant,0.0,0.0,18,1862871184,HK_HY_non_sync,3,1.0,8193,8193
constant_sync,constant,0.0,0.0,18,1862871184,HK_HY_non_sync,4,1.0,8193,8193
constant_sync,constant,0.0,0.0,18,1862871184,HK_HY_non_sync,5,1.0,8193,8193
constant_sync,constant,0.0,0.0,18,1862871184,HK_HY_non_sync,6,3.0,8193,8193
constant_sync,constant,0.0,0.0,18,1862871184,HK_HY_non_sync,7,-2.0,8193,8193
constant_sync,constant,0.0,0.0,18,1862871184,HK_HY_non_sync,8,-15.0,8193,8193
constant_sync,constant,0.0,0.0,19,1824841065,HK_HY_non_sync,1,1.0,8193,8193
constant_sync,constant,0.0,0.0,19,1824841065,HK_HY_non_sync,2,1.0,8193,8193
constant_sync,constant,0.0,0.0,19,1824841065,HK_HY_non_sync,3,1.0,8193,8193
constant_sync,constant,0.0,0.0,19,1824841065,HK_HY_non_sync,4,1.0,8193,8193
constant_sync,constant,0.0,0.0,19,1824841065,HK_HY_non_sync,5,1.0,8193,8193
constant_sync,constant,0.0,0.0,19,1824841065,HK_HY_non_sync,6,2.0,8193,8193
constant_sync,constant,0.0,0.0,19,1824841065,HK_HY_non_sync,7,-5.0,8193,8193
constant_sync,constant,0.0,0.0,19,1824841065,HK_HY_non_sync,8,3.0,8193,8193
constant_sync,constant,0.0,0.0,20,187801294,HK_HY_non_sync,1,1.0,8193,8193
constant_sync,constant,0.0,0.0,20,187801294,HK_HY_non_sync,2,1.0,8193,8193
constant_sync,constant,0.0,0.0,20,187801294,HK_HY_non_sync,3,1.0,8193,8193
constant_sync,constant,0.0,0.0,20,187801294,HK_HY_non_sync,4,1.0,8193,8193
constant_sync,constant,0.0,0.0,20,187801294,HK_HY_non_sync,5,2.0,8193,8193
constant_sync,constant,0.0,0.0,20,187801294,HK_HY_non_sync,6,2.0,8193,8193
constant_sync,constant,0.0,0.0,20,187801294,HK_HY_non_sync,7,1.0,8193,8193
constant_sync,constant,0.0,0.0,20,187801294,HK_HY_non_sync,8,2.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,1,600129777,HK_HY_non_sync,1,1.0,6122,4107
constant_lm_moderate,constant,0.25,0.5,1,600129777,HK_HY_non_sync,2,1.0,6122,4107
constant_lm_moderate,constant,0.25,0.5,1,600129777,HK_HY_non_sync,3,1.0,6122,4107
constant_lm_moderate,constant,0.25,0.5,1,600129777,HK_HY_non_sync,4,2.0,6122,4107
constant_lm_moderate,constant,0.25,0.5,1,600129777,HK_HY_non_sync,5,0.0,6122,4107
constant_lm_moderate,constant,0.25,0.5,1,600129777,HK_HY_non_sync,6,1.0,6122,4107
constant_lm_moderate,constant,0.25,0.5,1,600129777,HK_HY_non_sync,7,4.0,6122,4107
constant_lm_moderate,constant,0.25,0.5,1,600129777,HK_HY_non_sync,8,-20.0,6122,4107
constant_lm_moderate,constant,0.25,0.5,1,600129777,previous_tick_interpolated,1,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,1,600129777,previous_tick_interpolated,2,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,1,600129777,previous_tick_interpolated,3,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,1,600129777,previous_tick_interpolated,4,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,1,600129777,previous_tick_interpolated,5,0.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,1,600129777,previous_tick_interpolated,6,0.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,1,600129777,previous_tick_interpolated,7,4.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,1,600129777,previous_tick_interpolated,8,-12.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,2,853607243,HK_HY_non_sync,1,1.0,6140,4107
constant_lm_moderate,constant,0.25,0.5,2,853607243,HK_HY_non_sync,2,1.0,6140,4107
constant_lm_moderate,constant,0.25,0.5,2,853607243,HK_HY_non_sync,3,1.0,6140,4107
constant_lm_moderate,constant,0.25,0.5,2,853607243,HK_HY_non_sync,4,1.0,6140,4107
constant_lm_moderate,constant,0.25,0.5,2,853607243,HK_HY_non_sync,5,2.0,6140,4107
constant_lm_moderate,constant,0.25,0.5,2,853607243,HK_HY_non_sync,6,3.0,6140,4107
constant_lm_moderate,constant,0.25,0.5,2,853607243,HK_HY_non_sync,7,-3.0,6140,4107
constant_lm_moderate,constant,0.25,0.5,2,853607243,HK_HY_non_sync,8,22.0,6140,4107
