j,period_min_s,period_max_s,theta_hat_s,contrast_peak
1,0.1,0.2,0.0,0.000183576057045523
2,0.2,0.4,0.05,0.00019988278097306006
3,0.4,0.8,0.05,0.0008160015178148288
4,0.8,1.6,0.05,0.0022373707927940056
5,1.6,3.2,0.1,0.004620189531251592
6,3.2,6.4,0.1,0.007502726178322561
7,6.4,12.8,0.15000000000000002,0.010349664527023624
8,12.8,25.6,0.15000000000000002,0.013108952295432266
