j,period_min_s,period_max_s,theta_hat_s,contrast_peak
1,0.1,0.2,-0.1,8.76649025262573e-05
2,0.2,0.4,0.0,0.0007505617742497619
3,0.4,0.8,0.0,0.0023384440846077395
4,0.8,1.6,0.05,0.006423979895858212
5,1.6,3.2,0.05,0.012809767309863902
6,3.2,6.4,0.1,0.0221277933480307
7,6.4,12.8,0.15000000000000002,0.03227438064053745
8,12.8,25.6,0.2,0.039261461960662866
